id_unico,nome,cep,descricao,funcao_social,data_inicial_prevista,data_final_prevista,data_cadastro,especie,natureza,situacao,uf,is_modelada_por_bim,data_situacao,executor_nome,eixo_descricao,tipo_descricao,subtipo_descricao,origem_recurso,valor_total_previsto
10613.53-07,"CTO nº 00 00730/2020 -  Serviços de disponibilização de acesso ao acervo via web de Normas Técnicas Brasileiras (NBR), Mercosul (NM) e ISO",,"Prestação de serviços de disponibilização de acesso ao acervo via web de Normas Técnicas Brasileiras (NBR), Mercosul (NM) e ISO, que serão prestados nas condições estabelecidas no Termo de Referência, Anexo I do Edital Pregão Eletrônico nº 259/2020-00, com a finalidade de atender às necessidades da CONTRATANTE.   ",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2020-11-16,2025-10-20,2022-10-18,Construção,Outros,Cadastrada,DF,False,2022-10-18,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,47700.0
52253.53-91,Reforma da UTI e Readequação da Farmácia do Hospital de Força Aérea de Brasília – HFAB,71.607-900,"O objeto da presente licitação é a
contratação de empresa de engenharia
especializada para a execução da
Reforma da UTI e Readequação da
Farmácia do Hospital de Força Aérea de
Brasília – HFAB (obra), conforme
condições, quantidades e exigências
estabelecidas neste Edital e seus anexos","A finalidade da intervenção é que o HFAB possa continuar desempenhando sua missão principal e continuar dentro dos 
padrões estabelecidos pelas normas de Vigilância Sanitária.",2025-05-15,2026-01-15,2025-04-07,Reforma,Obra,Cadastrada,DF,False,2025-04-07,COMANDO DA AERONÁUTICA,Militar,Saúde,Instituições Hospitalares Federais,Federal,2898509.67
10614.53-53,CTO nº 00 00643/2020 -  Contratação é solução de tecnologia da informação de engenharia para orçamento e planejamento de obras,,"Contratação é solução de tecnologia da informação de engenharia para orçamento e planejamento de obras, composta pelos seguintes bens e serviços: 
Licença de uso do software 90Compor Orçamento e Planejamento Web;
Fornecimento de serviço de manutenção, atualização e suporte ao usuário do software 90Compor Orçamento e Planejamento Web;
Serviço de instalação, administração do software (Log do sistema e administração do usuário Master) e upload de bancos de dados;
Planejamento do projeto.",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2020-09-25,2024-09-21,2022-10-18,Construção,Outros,Cadastrada,DF,False,2022-10-18,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,195609.44
10615.53-00,TED nº 703/2020 - Implantação gradativa da tecnologia BIM na gerência de projetos de infraestrutura contratados e administrados pelo Departamento. ,,"Implantação gradativa da tecnologia BIM na gerência de projetos de infraestrutura contratados e administrados pelo Departamento. Também estão incluídos neste documento propostas de implementação de programa computacional para automatização da avaliação da capacidade de carga de pontes rodoviárias, a elaboração o de um catálogo digital de projetos de pontes utilizando o BIM para as tipologias de pontes usuais e a proposição de uma metodologia para avaliar a capacidade de carga das pontes já construídas, considerando a deterioração da estrutura, utilizando a tecnologia BIM. Por fim, propõe-se o desenvolvimento e consolidação o de metodologias e protocolos para manutenção, reparo, reforço e reabilitação, baseados em modelos parametrizados, como parte integrante e contribuição no desenvolvimento e consolidação do Sistema de Gestão de Pontes integrado com tecnologia BIM.",Ampliação da capacidade de trafego visando a melhoria da segurança do usuário.,2020-11-11,2025-01-11,2022-10-18,Construção,Estudo,Cadastrada,DF,False,2022-10-18,UNIVERSIDADE FEDERAL DE VICOSA,Econômico,Rodovia,Acessos Terrestres,Federal,4539286.5
10622.53-08,CTO nº 00 00404/2020 - Aquisição de licença de uso de software para automação de estudos de traçados viários.,,Contrato de aquisição de licença de uso de software para automação de estudos de traçados viários.        ,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2020-06-24,2023-06-23,2022-10-18,Construção,Outros,Cadastrada,DF,False,2022-10-18,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,4420271.24
10623.53-64,TED nº 352/2020 - Aprimoramento e consolidação do método mecanísticoempírico de dimensionamento para pavimentos rodoviários flexíveis (medina) e estudos complementares com geossintéticos e drenagem ,,TED 352/2020 - Aprimoramento e consolidação do método mecanísticoempírico de dimensionamento para pavimentos rodoviários flexíveis (medina) e estudos complementares com geossintéticos e drenagem para pavimentos ferroviários.,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2020-05-28,2025-05-27,2022-10-18,Construção,Estudo,Cadastrada,DF,False,2022-10-18,FUNDACAO UNIVERSIDADE DE BRASILIA,Econômico,Rodovia,Acessos Terrestres,Federal,8514511.05
10628.53-36,TED nº 702/2020 - Avaliacão do Comportamento Viscoelástico Linear de Misturas Asfálticas no Dimensionamento de Pavimentos Rodoviários.,,Avalição do Comportamento Viscoelástico Linear de Misturas Asfálticas no Dimensionamento de Pavimentos Rodoviários Submetidos a Carregamento Dinâmico.,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2020-11-12,2025-11-12,2022-10-18,Construção,Estudo,Cadastrada,DF,False,2022-10-18,UNIVERSIDADE FEDERAL DE SANTA CATARINA,Econômico,Rodovia,Acessos Terrestres,Federal,5424132.16
4543.53-79,202111-22-Ronald 1,70067-901,2021122-Ronald - Descrição do Projeto,2021122-Ronald - Descrição Funç]ap Social,2021-12-10,2021-12-10,2021-11-17,Fabricação,Projeto,Cadastrada,DF,,2021-11-17,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,Social,Desenvolvimento,Saneamento,Federal,30000004.0
4540.53-87,202111-22-Ronald 1,70067-901,2021122-Ronald - Descrição do Projeto,2021122-Ronald - Descrição Funç]ap Social,2021-12-10,2021-12-10,2021-11-17,Reforma,Obra,Cadastrada,DF,,2021-11-17,MINISTÉRIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL,Social,Desenvolvimento,Saneamento,Federal,1000000001.0
46226.53-05,"O objeto do Pregão supramencionado é a contratação eventual de empresa especializada para, sob demanda, prestar serviços comuns de engenharia, na forma estabelecida nas planilhas de serviços e insumos",70.630-901,"O objeto do Pregão supramencionado é a contratação eventual de empresa especializada para, sob demanda, prestar serviços comuns de engenharia, na forma estabelecida nas planilhas de serviços e insumos diversos descritos no Sistema Nacional de Pesquisa de Custos e Índices da Construção Civil, doravante denominado SINAPI e, subsidiariamente, em outros sistemas referenciais de custos aceitos pela Administração Pública Federal (APF) em atenção ao Decreto nº 7.983/2013 e ao Acórdão TCU 3.272/2011-Plenário, para atender às necessidades dos imóveis jurisdicionados à 11ª Região Militar.","A função social do objeto do pregão consiste em atender às necessidades de infraestrutura dos imóveis sob a jurisdição da 11ª Região Militar, garantindo que estejam em condições adequadas para desempenhar suas finalidades públicas. A contratação de serviços de engenharia sob demanda visa assegurar a manutenção, reforma ou adequação desses imóveis, promovendo eficiência operacional, valorização patrimonial e o cumprimento de normas técnicas e legais. Dessa forma, contribui para a preservação do patrimônio público e para o suporte às atividades essenciais de segurança e defesa, sempre com foco na sustentabilidade e na gestão eficiente dos recursos públicos.",2025-02-10,2025-05-11,2024-11-28,Ampliação,Obra,Em execução,DF,False,2025-02-04,COMANDO DO EXÉRCITO,Administrativo,Administrativo,Obras em Imóveis de Uso Público,Federal,1900000.0
3938.53-53,Remanescentes da obra de acessibilidade de demais adequações do Campus Gama,72.429-005,conclusão dos serviços remanescentes do Campus Gama relativos principalmente a acessibilidade e segurança contra incêndio. ,atender a comunidade acadêmica do campus Gama,2021-10-20,2022-06-23,2021-09-23,Reforma,Obra,Cadastrada,DF,,2021-09-23,INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA,Social,Educação,Educação,Federal,1200000.0
51563.53-94,"Instalação de banheiros secos com tratamento por desidratação nos estados do Mato Grosso, Pará e no Distrito Federal  [Sede] em 2025",,"Realizar a instalação banheiros secos com tratamento por desidratação em municípios localizados na área de atuação da Codevasf, promovendo melhoria da qualidade de vida da população.",Reduzir a carência de Saneamento Básico na área de atuação da Codevasf.,2025-01-01,2025-12-31,2025-02-05,Construção,Projeto de Investimento em Infraestrutura,Cadastrada,DF,,2025-02-05,COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SÃO FRANCISCO E DO PARNAÍBA,Social,Meio Ambiente,Revitalização de Bacias,Federal,0.01
14374.53-49,"CTO nº 00 00095/2022 - Consultoria ambiental especializada na elaboração de estudos ambientais necessários para obtenção de LP, LI, ASV - Lote C.",,Consultoria ambiental especializada na elaboração de estudos ambientais necessários para obtenção de licença prévia (LP) licença de instalação (LI) autorização de supressão de vegetação (ASV) de empreendimentos prioritários para o DNIT - Lote C,Ampliação da capacidade de trafego visando a melhoria da segurança do usuário,2022-06-01,2027-05-24,2022-12-13,Construção,Estudo,Cadastrada,DF,False,2022-12-13,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,Econômico,Rodovia,Acessos Terrestres,Federal,35462116.97
970.53-80,Estudos e Projetos - TED COMARA,,"(TED nº 02/2017) - Desenvolvimento de Estudos e Projetos para os Aeroportos de Barcelos, Breves, Carauari, Coari, Conceição do Araguaia, Eirunepé, Itaituba, Juína, Lábrea, Marechal Thaumaturgo, Matupá, Oriximiná, Parintins, Redenção, São Felix do Araguaia e São Gabriel da Cachoeira","Melhoramento da Infraestrutura aeroportuária, adequando-o e ampliando a capacidade operacional, o que irá contribuir para o desenvolvimento regional no que se refere a economia, empregos e demais atividades.",2017-09-05,2024-12-31,2021-04-13,Reforma,Projeto,Concluída,DF,,2022-12-31,COMANDO DA AERONÁUTICA,Econômico,Aviação Civil,"Aquisição de Máquinas e Equipamentos, Inteligência Logística",Federal,6599922.21
22429.53-04,Contrato 18/2023 - Serviço de sondagem a ser utilizado na elaboração do projeto de fundações de 04 OBM's do CBMDF.,,Contrato 18/2023 - Serviço de sondagem a ser utilizado na elaboração do projeto de fundações de 04 OBM's do CBMDF.,A construção de novos quartéis do CBMDF irá contribuir para o aumento da segurança da comunidade.,2023-05-29,2024-05-29,2023-05-29,Construção,Estudo,Cadastrada,DF,False,2023-05-29,CORPO DE BOMBEIROS MILITAR DO DISTRITO FEDERAL,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,45000.0
5272.53-79,Centro Odontológico PMDF,,"Contratação de empresa especializada em arquitetura/engenharia civil, para a execução do remanescete da obra de Reforma com Ampliação do Centro Odontológico da Polícia Militar do Distrito Federal no Setor Policial.","Permitir o desenvolvimento do atendimento odontológico nos padrões esperados de qualidade e segurança, dotando a Polícia Militar do Distrito Federal um serviço odontológico de excelência, objetivando promover a melhoria da saúde do efetivo da PMDF, de seus dependentes e de seus pensionistas.",2024-09-18,2026-09-17,2021-12-15,Construção,Obra,Cadastrada,DF,False,2021-12-15,Polícia Militar do Distrito Federal,Administrativo,Segurança Pública,Obras em Imóveis de Uso Público,Federal,18577430.47
5642.53-80,Construção do abrigo de medidor para média tensao e reforma da rede de encaminhamento de esgoto sanitário do campus Planaltina,73.380-900,"Esta contratação é necessária para instalar a medição de energia vinda da concessionária para que alguns serviços que estão pendentes no campus sejam efetivados como o caso das usinas fotovoltaicas de produção de energia solar. Assim, tal abrigo de medição é extremamente necessário e urgente para o bom funcionamento das atividades do Campus e para a modernização do sistema elétrico. 
A rede de esgoto geral do campus é bem antiga e em alguns trechos feita de tubos de barro. Assim, tal rede não funciona corretamente e em vários trechos foram detectadas infiltrações de esgoto no solo. Desta forma é necessária uma reforma geral em toda a rede externa de encaminhamento de esgoto sanitário. 
",atender a comunidade academica do Campus Planaltina ,2022-08-01,2023-02-02,2022-02-09,Reforma,Obra,Cadastrada,DF,,2022-02-09,INSTITUTO FED. ED. CIENCIA E TEC. DE BRASILIA,Social,Educação,Educação,Federal,1200000.0
12162.53-64,"Construção e Equipagem da Casa da Mulher Brasileira, tipo III, Recanto das Emas",,"Construção e Equipagem da Casa da Mulher Brasileira, tipo III, na Região Administrativa de Recanto das Emas-DF.","Mulheres em situação de violência doméstica, da RA de Recanto das Emas-DF. A cidade de Recanto das Emas do DF, com uma população de 160.000 pessoas, sendo 51,1% de mulheres(CODEPLAN), está inserida às dez RA's de maior incidência e representam 64% das ocorrências registradas no ano de 2019 (dados da SSP-DF). A evolução da rede de atendimento à mulher em situação de violência só pode ser entendida no âmbito de um esforço conjugado de órgãos federais, estaduais e municipais.. A Secretaria da Mulher do DF, nas suas diretrizes gerais visa garantir a ampliação e implementação dos serviços da rede de atendimento às mulheres em situação de violência. A construção da unidade da Casa da Mulher Brasileira em Recanto das Emas-DF, será o primeiro equipamento de atendimento à Mulher em situação de violência e funcionará como porta de entrada para outros serviços da rede, com o propósito de atuarem de forma articulada e integrada.. Acolher, proteger e acompanhar as mulheres em situação de violência doméstica  familiar, por meio, da integração dos diversos órgãos da rede de enfrentamento à violência, evitando a revitimização, bem como, a rota crítica.",2020-12-08,2025-04-30,2022-11-07,Construção,Obra,Concluída,DF,False,2025-08-19,SECRETARIA DE ESTADO DA MULHER DO DISTRITO FEDERAL,Social,Assistência Social,Casa da Mulher Brasileira,Federal,2224994.62
